index,x,y,z
0,335.489990234375,273.7433166503906,0.29999998211860657
5,272.2900085449219,59.33003616333008,0.29999998211860657
6,272.2900085449219,55.84000015258789,0.29999998211860657
9,202.5500030517578,59.33001708984375,0.29999998211860657
10,202.5500030517578,55.84000015258789,0.29999998211860657
11,92.1099853515625,227.22000122070312,0.29999998211860657
13,191.0800018310547,55.84000015258789,0.29999998211860657
17,158.0800018310547,27.18000030517578,0.29999998211860657
18,295.0817565917969,199.060302734375,0.29999998211860657
19,295.0817565917969,195.5703125,0.29999998211860657
20,258.2618408203125,199.06002807617188,0.29999998211860657
21,258.2618408203125,195.57003784179688,0.29999998211860657
22,88.61997985839844,226.9056396484375,0.29999998211860657
23,233.5437774658203,198.7597198486328,0.29999998211860657
24,234.71487426757812,195.26963806152344,0.29999998211860657
25,181.1729278564453,198.75979614257812,0.29999998211860657
26,181.1729278564453,195.26980590820312,0.29999998211860657
27,142.3605499267578,198.75999450683594,0.29999998211860657
28,142.91998291015625,195.26998901367188,0.29999998211860657
29,142.91998291015625,330.4599914550781,0.29999998211860657
30,142.91998291015625,326.9700012207031,0.29999998211860657
31,120.02603149414062,330.4599914550781,0.29999998211860657
32,119.93997955322266,326.9700012207031,0.29999998211860657
33,92.10997772216797,247.16357421875,0.29999998211860657
34,173.11997985839844,330.4599914550781,0.29999998211860657
35,173.11997985839844,326.9700012207031,0.29999998211860657
36,199.94998168945312,330.4599914550781,0.29999998211860657
37,199.94998168945312,326.9700012207031,0.29999998211860657
38,232.19998168945312,330.4599914550781,0.29999998211860657
39,232.19998168945312,326.9700012207031,0.29999998211860657
40,262.5999755859375,330.53997802734375,0.29999998211860657
42,301.3399658203125,330.53997802734375,0.29999998211860657
45,194.4623260498047,198.75997924804688,0.29999998211860657
46,195.00482177734375,195.27003479003906,0.29999998211860657
47,364.699951171875,330.53997802734375,0.29999998211860657
48,364.53997802734375,327.04998779296875,0.29999998211860657
49,229.01377868652344,133.24026489257812,0.29999998211860657
50,228.99429321289062,129.75006103515625,0.29999998211860657
51,60.10997772216797,330.4599914550781,0.29999998211860657
53,46.14997863769531,330.4599914550781,0.29999998211860657
54,46.14997863769531,326.9700012207031,0.29999998211860657
56,22.17997932434082,330.4599914550781,0.29999998211860657
57,22.17997932434082,326.9700012207031,0.29999998211860657
